"IU_ID","IU_ID2","scen","group","median","97.5 qtl"
"49778","UGA49778",0,5,0.006461,0.1395525
"14075","COD14075",0,5,0.002298,0.141345
"14255","COD14255",0,5,0.0059345,0.13641
"14325","COD14325",0,5,0.0041675,0.12563
"19286","ETH19286",0,5,0.005431,0.134565
"19285","ETH19285",0,5,0.006415,0.140885
"19295","ETH19295",0,5,0.005659,0.1293375
"19046","ETH19046",0,5,0.0031865,0.1242375
"19108","ETH19108",0,5,0.0035615,0.13171
"19096","ETH19096",0,5,0.004048,0.13071
"19171","ETH19171",0,5,0.021875,0.13007
"18726","ETH18726",0,5,0.003869,0.1324375
"18721","ETH18721",0,5,0.004063,0.1343775
"19202","ETH19202",0,5,0.004917,0.13282
"19211","ETH19211",0,5,0.0056365,0.135045
"19130","ETH19130",0,5,0.005646,0.1314925
"19116","ETH19116",0,5,0.004045,0.1221275
"18511","ETH18511",0,5,0.0041525,0.1352075
"19016","ETH19016",0,5,0.0056455,0.1290075
"18915","ETH18915",0,5,0.0042085,0.132925
"19020","ETH19020",0,5,0.004142,0.13444
"18967","ETH18967",0,5,0.0056545,0.1311475
"18574","ETH18574",0,5,0.00514,0.141235
"18617","ETH18617",0,5,0.004845,0.127825
"18554","ETH18554",0,5,0.005176,0.1309
"19309","ETH19309",0,5,0.003865,0.13588
"19094","ETH19094",0,5,0.0041975,0.120625
"19057","ETH19057",0,5,0.0022015,0.1236675
"33174","MOZ33174",0,5,0.0058325,0.1413475
"56013","SOM56013",0,5,0.0033765,0.1316875
"56014","SOM56014",0,5,0.0027935,0.122925
"56015","SOM56015",0,5,0.002612,0.122535
"53343","SDN53343",0,5,0.0036515,0.123625
"53271","SDN53271",0,5,0.0037355,0.1280375
"53345","SDN53345",0,5,0.003339,0.12931
"53311","SDN53311",0,5,0.004041,0.122285
"53223","SDN53223",0,5,0.0038555,0.1408125
"53317","SDN53317",0,5,0.002834,0.12587
"53315","SDN53315",0,5,0.00552,0.1344525
"53309","SDN53309",0,5,0.0057505,0.124325
"53236","SDN53236",0,5,0.0035755,0.1256075
"53313","SDN53313",0,5,0.0047525,0.13851
"53219","SDN53219",0,5,0.004742,0.13004
"53303","SDN53303",0,5,0.0046945,0.1412775
"53218","SDN53218",0,5,0.004661,0.13245
"53332","SDN53332",0,5,0.00259,0.1226425
"22637","GIN22637",0,6,0.0165,0.409945
"36949","NGA36949",0,6,0.022565,0.4152625
"36958","NGA36958",0,6,0.021295,0.402395
"36569","NGA36569",0,6,0.02487,0.404495
"36989","NGA36989",0,6,0.019205,0.4036825
"36990","NGA36990",0,6,0.01662,0.384405
"36995","NGA36995",0,6,0.02311,0.4027225
"36981","NGA36981",0,6,0.025315,0.4043475
"36983","NGA36983",0,6,0.023895,0.3851025
